cause_bucket,prediction_id,source_context,match_status,source_movie_title,target_start_date,target_end_date,weekend_gross_prediction_usd,title_candidate_count,canonical_title_candidate_count,article_id,article_title,article_url,discovered_date,raw_forecast_text,match_method,match_notes
weekly_forecast_matched_as_release_date_not_activity_window,1738,weekly_ranked_predictions,ambiguous,Logan,2017-03-03,2017-03-05,68600000,16,2,1505,Box Office Predictions: March 3-5,https://toddmthatcher.com/2017/02/28/box-office-predictions-march-3-5/,2017-02-28,"1. Logan
Predicted Gross: $68.6 million",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1740,weekly_ranked_predictions,ambiguous,The Lego Batman Movie,2017-03-03,2017-03-05,11100000,15,1,1505,Box Office Predictions: March 3-5,https://toddmthatcher.com/2017/02/28/box-office-predictions-march-3-5/,2017-02-28,"3. The Lego Batman Movie
Predicted Gross: $11.1 million (representing a drop of 42%)",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1741,weekly_ranked_predictions,ambiguous,The Shack,2017-03-03,2017-03-05,9700000,11,1,1505,Box Office Predictions: March 3-5,https://toddmthatcher.com/2017/02/28/box-office-predictions-march-3-5/,2017-02-28,"4. The Shack
Predicted Gross: $9.7 million",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1732,weekly_ranked_predictions,ambiguous,Fifty Shades Darker,2017-02-24,2017-02-26,9900000,10,1,1497,Box Office Predictions: February 24-26,https://toddmthatcher.com/2017/02/21/box-office-predictions-february-24-26/,2017-02-21,"3. Fifty Shades Darker
Predicted Gross: $9.9 million (representing a drop of $51%)",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1731,weekly_ranked_predictions,ambiguous,Get Out,2017-02-24,2017-02-26,16300000,19,1,1497,Box Office Predictions: February 24-26,https://toddmthatcher.com/2017/02/21/box-office-predictions-february-24-26/,2017-02-21,"2. Get Out
Predicted Gross: $16.3 million",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1734,weekly_ranked_predictions,ambiguous,The Great Wall,2017-02-24,2017-02-26,8200000,7,1,1497,Box Office Predictions: February 24-26,https://toddmthatcher.com/2017/02/21/box-office-predictions-february-24-26/,2017-02-21,"5. The Great Wall
Predicted Gross: $8.2 million (representing a drop of 55%)",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1730,weekly_ranked_predictions,ambiguous,The Lego Batman Movie,2017-02-24,2017-02-26,22100000,15,1,1497,Box Office Predictions: February 24-26,https://toddmthatcher.com/2017/02/21/box-office-predictions-february-24-26/,2017-02-21,"1. The Lego Batman Movie
Predicted Gross: $22.1 million (representing a drop of 32%)",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1728,weekly_ranked_predictions,ambiguous,A Cure for Wellness,2017-02-17,2017-02-20,10200000,3,1,1493,Box Office Predictions: February 17-20,https://toddmthatcher.com/2017/02/13/box-office-predictions-february-17-20/,2017-02-13,"6. A Cure for Wellness
Predicted Gross: $10.2 million",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1727,weekly_ranked_predictions,ambiguous,Fifty Shades Darker,2017-02-17,2017-02-20,21300000,10,1,1493,Box Office Predictions: February 17-20,https://toddmthatcher.com/2017/02/13/box-office-predictions-february-17-20/,2017-02-13,"5. Fifty Shades Darker
Predicted Gross: $21.3 million (representing a drop of 54%)",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1725,weekly_ranked_predictions,ambiguous,Fist Fight,2017-02-17,2017-02-20,25100000,6,1,1493,Box Office Predictions: February 17-20,https://toddmthatcher.com/2017/02/13/box-office-predictions-february-17-20/,2017-02-13,"3. Fist Fight
Predicted Gross: $25.1 million",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1724,weekly_ranked_predictions,ambiguous,The Great Wall,2017-02-17,2017-02-20,25600000,7,1,1493,Box Office Predictions: February 17-20,https://toddmthatcher.com/2017/02/13/box-office-predictions-february-17-20/,2017-02-13,"2. The Great Wall
Predicted Gross: $25.6 million",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1723,weekly_ranked_predictions,ambiguous,The Lego Batman Movie,2017-02-17,2017-02-20,49400000,15,1,1493,Box Office Predictions: February 17-20,https://toddmthatcher.com/2017/02/13/box-office-predictions-february-17-20/,2017-02-13,"1. The Lego Batman Movie
Predicted Gross: $49.4 million (representing a drop of 6%)",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1714,weekly_ranked_predictions,ambiguous,Fifty Shades Darker,2017-02-10,2017-02-12,44800000,10,1,1481,Box Office Predictions: February 10-12,https://toddmthatcher.com/2017/02/06/box-office-predictions-february-10-12/,2017-02-06,"2. Fifty Shades Darker
Predicted Gross: $44.8 million",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1717,weekly_ranked_predictions,ambiguous,Hidden Figures,2017-02-10,2017-02-12,6900000,21,1,1481,Box Office Predictions: February 10-12,https://toddmthatcher.com/2017/02/06/box-office-predictions-february-10-12/,2017-02-06,"5. Hidden Figures
Predicted Gross: $6.9 million (representing a drop of 32%)",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1716,weekly_ranked_predictions,ambiguous,Split,2017-02-10,2017-02-12,8200000,7,1,1481,Box Office Predictions: February 10-12,https://toddmthatcher.com/2017/02/06/box-office-predictions-february-10-12/,2017-02-06,"4. Split
Predicted Gross: $8.2 million (representing a drop of 43%",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1713,weekly_ranked_predictions,ambiguous,The Lego Batman Movie,2017-02-10,2017-02-12,65800000,15,1,1481,Box Office Predictions: February 10-12,https://toddmthatcher.com/2017/02/06/box-office-predictions-february-10-12/,2017-02-06,"1. The Lego Batman Movie
Predicted Gross: $65.8 million",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1707,weekly_ranked_predictions,ambiguous,Hidden Figures,2017-02-03,2017-02-05,10700000,21,1,1473,Box Office Predictions: February 3-5,https://toddmthatcher.com/2017/01/30/box-office-predictions-february-3-5/,2017-01-30,"4. Hidden Figures
Predicted Gross: $10.7 million (representing a drop of 24%)",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1708,weekly_ranked_predictions,ambiguous,La La Land,2017-02-03,2017-02-05,8300000,24,1,1473,Box Office Predictions: February 3-5,https://toddmthatcher.com/2017/01/30/box-office-predictions-february-3-5/,2017-01-30,"5. La La Land
Predicted Gross: $8.3 million (representing a drop of 32%)",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1704,weekly_ranked_predictions,ambiguous,Rings,2017-02-03,2017-02-05,20300000,8,1,1473,Box Office Predictions: February 3-5,https://toddmthatcher.com/2017/01/30/box-office-predictions-february-3-5/,2017-01-30,"1. Rings
Predicted Gross: $20.3 million",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1705,weekly_ranked_predictions,ambiguous,Split,2017-02-03,2017-02-05,14400000,7,1,1473,Box Office Predictions: February 3-5,https://toddmthatcher.com/2017/01/30/box-office-predictions-february-3-5/,2017-01-30,"2. Split
Predicted Gross: $14.4 million (representing a drop of 43%)",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1709,weekly_ranked_predictions,ambiguous,The Space Between Us,2017-02-03,2017-02-05,6700000,3,1,1473,Box Office Predictions: February 3-5,https://toddmthatcher.com/2017/01/30/box-office-predictions-february-3-5/,2017-01-30,"6. The Space Between Us
Predicted Gross: $6.7 million",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1691,weekly_ranked_predictions,ambiguous,Hidden Figures,2017-01-20,2017-01-22,13700000,21,1,1461,Box Office Predictions: January 20-22,https://toddmthatcher.com/2017/01/17/box-office-predictions-january-20-22/,2017-01-17,"3. Hidden Figures
Predicted Gross: $13.7 million (representing a drop of 34%)",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1692,weekly_ranked_predictions,ambiguous,La La Land,2017-01-20,2017-01-22,11400000,24,1,1461,Box Office Predictions: January 20-22,https://toddmthatcher.com/2017/01/17/box-office-predictions-january-20-22/,2017-01-17,"4. La La Land
Predicted Gross: $11.4 million (representing a drop of 22%)",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1695,weekly_ranked_predictions,ambiguous,Patriots Day,2017-01-20,2017-01-22,7200000,5,1,1461,Box Office Predictions: January 20-22,https://toddmthatcher.com/2017/01/17/box-office-predictions-january-20-22/,2017-01-17,"7. Patriots Day
Predicted Gross: $7.2 million (representing a drop of 39%)",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1694,weekly_ranked_predictions,ambiguous,Rogue One: A Star Wars Story,2017-01-20,2017-01-22,7800000,16,1,1461,Box Office Predictions: January 20-22,https://toddmthatcher.com/2017/01/17/box-office-predictions-january-20-22/,2017-01-17,"6. Rogue One: A Star Wars Story
Predicted Gross: $7.8 million (representing a drop of 42%)",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1693,weekly_ranked_predictions,ambiguous,Sing,2017-01-20,2017-01-22,8400000,15,1,1461,Box Office Predictions: January 20-22,https://toddmthatcher.com/2017/01/17/box-office-predictions-january-20-22/,2017-01-17,"5. Sing
Predicted Gross: $8.4 million (representing a drop of 41%)",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1689,weekly_ranked_predictions,unmatched,xXx: Return of Xander Cage,2017-01-20,2017-01-22,25400000,1,1,1461,Box Office Predictions: January 20-22,https://toddmthatcher.com/2017/01/17/box-office-predictions-january-20-22/,2017-01-17,"1. xXx: Return of Xander Cage
Predicted Gross: $25.4 million",normalized_exact,No movie title matched
weekly_forecast_matched_as_release_date_not_activity_window,1674,weekly_ranked_predictions,ambiguous,Hidden Figures,2017-01-13,2017-01-16,24100000,21,1,1449,Box Office Predictions: January 13-16,https://toddmthatcher.com/2017/01/09/box-office-predictions-january-13-16/,2017-01-09,"1. Hidden Figures
Predicted Gross: $24.1 million (representing an increase of 6%)",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1678,weekly_ranked_predictions,ambiguous,La La Land,2017-01-13,2017-01-16,13700000,24,1,1449,Box Office Predictions: January 13-16,https://toddmthatcher.com/2017/01/09/box-office-predictions-january-13-16/,2017-01-09,"5. La La Land
Predicted Gross: $13.7 million (representing an increase of 36%)",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1679,weekly_ranked_predictions,ambiguous,Live by Night,2017-01-13,2017-01-16,13200000,3,1,1449,Box Office Predictions: January 13-16,https://toddmthatcher.com/2017/01/09/box-office-predictions-january-13-16/,2017-01-09,"6. Live by Night
Predicted Gross: $13.2 million",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1681,weekly_ranked_predictions,ambiguous,Monster Trucks,2017-01-13,2017-01-16,10100000,6,1,1449,Box Office Predictions: January 13-16,https://toddmthatcher.com/2017/01/09/box-office-predictions-january-13-16/,2017-01-09,"8. Monster Trucks
Predicted Gross: $10.1 million",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1675,weekly_ranked_predictions,ambiguous,Patriots Day,2017-01-13,2017-01-16,23600000,5,1,1449,Box Office Predictions: January 13-16,https://toddmthatcher.com/2017/01/09/box-office-predictions-january-13-16/,2017-01-09,"2. Patriots Day
Predicted Gross: $23.6 million",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1677,weekly_ranked_predictions,ambiguous,Rogue One: A Star Wars Story,2017-01-13,2017-01-16,16100000,16,1,1449,Box Office Predictions: January 13-16,https://toddmthatcher.com/2017/01/09/box-office-predictions-january-13-16/,2017-01-09,"4. Rogue One: A Star Wars Story
Predicted Gross: $16.1 million (representing a drop of 27%)",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1676,weekly_ranked_predictions,ambiguous,Sing,2017-01-13,2017-01-16,16400000,15,1,1449,Box Office Predictions: January 13-16,https://toddmthatcher.com/2017/01/09/box-office-predictions-january-13-16/,2017-01-09,"3. Sing
Predicted Gross: $16.4 million (representing a drop of 21%)",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1680,weekly_ranked_predictions,ambiguous,Sleepless,2017-01-13,2017-01-16,10300000,4,1,1449,Box Office Predictions: January 13-16,https://toddmthatcher.com/2017/01/09/box-office-predictions-january-13-16/,2017-01-09,"7. Sleepless
Predicted Gross: $10.3 million",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1682,weekly_ranked_predictions,ambiguous,The Bye Bye Man,2017-01-13,2017-01-16,8800000,6,1,1449,Box Office Predictions: January 13-16,https://toddmthatcher.com/2017/01/09/box-office-predictions-january-13-16/,2017-01-09,"9. The Bye Bye Man
Predicted Gross: $8.8 million",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1683,weekly_ranked_predictions,ambiguous,Underworld: Blood Wars,2017-01-13,2017-01-16,6600000,3,1,1449,Box Office Predictions: January 13-16,https://toddmthatcher.com/2017/01/09/box-office-predictions-january-13-16/,2017-01-09,"10. Underworld: Blood Wars
Predicted Gross: $6.6 million (representing a drop of 51%)",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1664,weekly_ranked_predictions,ambiguous,Fences,2017-01-06,2017-01-08,6700000,8,1,1435,Box Office Predictions: January 6-8,https://toddmthatcher.com/2017/01/03/box-office-predictions-january-6-8/,2017-01-04,"7. Fences
Predicted Gross: $6.7 million",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1660,weekly_ranked_predictions,ambiguous,Hidden Figures,2017-01-06,2017-01-08,19300000,21,1,1435,Box Office Predictions: January 6-8,https://toddmthatcher.com/2017/01/03/box-office-predictions-january-6-8/,2017-01-04,"3. Hidden Figures
Predicted Gross: $19.3 million",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1662,weekly_ranked_predictions,ambiguous,La La Land,2017-01-06,2017-01-08,12800000,24,1,1435,Box Office Predictions: January 6-8,https://toddmthatcher.com/2017/01/03/box-office-predictions-january-6-8/,2017-01-04,"5. La La Land
Predicted Gross: $12.8 million",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1665,weekly_ranked_predictions,ambiguous,Moana,2017-01-06,2017-01-08,6600000,10,1,1435,Box Office Predictions: January 6-8,https://toddmthatcher.com/2017/01/03/box-office-predictions-january-6-8/,2017-01-04,"8. Moana
Predicted Gross: $6.6 million",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1663,weekly_ranked_predictions,ambiguous,Passengers,2017-01-06,2017-01-08,9000000,8,1,1435,Box Office Predictions: January 6-8,https://toddmthatcher.com/2017/01/03/box-office-predictions-january-6-8/,2017-01-04,"6. Passengers
Predicted Gross: $9 million",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1658,weekly_ranked_predictions,ambiguous,Rogue One: A Star Wars Story,2017-01-06,2017-01-08,28200000,16,1,1435,Box Office Predictions: January 6-8,https://toddmthatcher.com/2017/01/03/box-office-predictions-january-6-8/,2017-01-04,"1. Rogue One: A Star Wars Story
Predicted Gross: $28.2 million",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1659,weekly_ranked_predictions,ambiguous,Sing,2017-01-06,2017-01-08,25300000,15,1,1435,Box Office Predictions: January 6-8,https://toddmthatcher.com/2017/01/03/box-office-predictions-january-6-8/,2017-01-04,"2. Sing
Predicted Gross: $25.3 million",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1654,weekly_ranked_predictions,ambiguous,Collateral Beauty,2016-12-30,2017-01-02,5200000,8,1,1427,Box Office Predictions: December 30-January 2,https://toddmthatcher.com/2016/12/27/box-office-predictions-december-30-january-2/,2016-12-28,"10. Collateral Beauty
Predicted Gross: $5.2 million",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1652,weekly_ranked_predictions,ambiguous,Fences,2016-12-30,2017-01-02,9800000,8,1,1427,Box Office Predictions: December 30-January 2,https://toddmthatcher.com/2016/12/27/box-office-predictions-december-30-january-2/,2016-12-28,"8. Fences
Predicted Gross: $9.8 million",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1651,weekly_ranked_predictions,ambiguous,La La Land,2016-12-30,2017-01-02,10000000,24,1,1427,Box Office Predictions: December 30-January 2,https://toddmthatcher.com/2016/12/27/box-office-predictions-december-30-january-2/,2016-12-28,"7. La La Land
Predicted Gross: $10 million",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1649,weekly_ranked_predictions,ambiguous,Moana,2016-12-30,2017-01-02,12700000,10,1,1427,Box Office Predictions: December 30-January 2,https://toddmthatcher.com/2016/12/27/box-office-predictions-december-30-january-2/,2016-12-28,"5. Moana
Predicted Gross: $12.7 million",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1653,weekly_ranked_predictions,ambiguous,Office Christmas Party,2016-12-30,2017-01-02,5800000,9,1,1427,Box Office Predictions: December 30-January 2,https://toddmthatcher.com/2016/12/27/box-office-predictions-december-30-january-2/,2016-12-28,"9. Office Christmas Party
Predicted Gross: $5.8 million",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1647,weekly_ranked_predictions,ambiguous,Passengers,2016-12-30,2017-01-02,18300000,8,1,1427,Box Office Predictions: December 30-January 2,https://toddmthatcher.com/2016/12/27/box-office-predictions-december-30-january-2/,2016-12-28,"3. Passengers
Predicted Gross: $18.3 million",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1645,weekly_ranked_predictions,ambiguous,Rogue One: A Star Wars Story,2016-12-30,2017-01-02,79900000,16,1,1427,Box Office Predictions: December 30-January 2,https://toddmthatcher.com/2016/12/27/box-office-predictions-december-30-january-2/,2016-12-28,"1. Rogue One: A Star Wars Story
Predicted Gross: $79.9 million",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1646,weekly_ranked_predictions,ambiguous,Sing,2016-12-30,2017-01-02,56600000,15,1,1427,Box Office Predictions: December 30-January 2,https://toddmthatcher.com/2016/12/27/box-office-predictions-december-30-january-2/,2016-12-28,"2. Sing
Predicted Gross: $56.6 million",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1644,weekly_ranked_predictions,ambiguous,Collateral Beauty,2016-12-23,2016-12-26,5300000,8,1,1425,Box Office Predictions: December 23-26,https://toddmthatcher.com/2016/12/19/box-office-predictions-december-23-26/,2016-12-19,"10. Collateral Beauty
Predicted Gross: $5.3 million (representing a drop of 25%)",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1641,weekly_ranked_predictions,ambiguous,Fences,2016-12-23,2016-12-26,8600000,8,1,1425,Box Office Predictions: December 23-26,https://toddmthatcher.com/2016/12/19/box-office-predictions-december-23-26/,2016-12-19,"7. Fences
Predicted Gross: $8.6 million (Sunday-Monday)",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1642,weekly_ranked_predictions,ambiguous,La La Land,2016-12-23,2016-12-26,7500000,24,1,1425,Box Office Predictions: December 23-26,https://toddmthatcher.com/2016/12/19/box-office-predictions-december-23-26/,2016-12-19,"8. La La Land
Predicted Gross: $7.5 million",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1640,weekly_ranked_predictions,ambiguous,Moana,2016-12-23,2016-12-26,10100000,10,1,1425,Box Office Predictions: December 23-26,https://toddmthatcher.com/2016/12/19/box-office-predictions-december-23-26/,2016-12-19,"6. Moana
Predicted Gross: $10.1 million (representing a drop of 21%)",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1643,weekly_ranked_predictions,ambiguous,Office Christmas Party,2016-12-23,2016-12-26,6200000,9,1,1425,Box Office Predictions: December 23-26,https://toddmthatcher.com/2016/12/19/box-office-predictions-december-23-26/,2016-12-19,"9. Office Christmas Party
Predicted Gross: $6.2 million (representing a drop of 28%)",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1637,weekly_ranked_predictions,ambiguous,Passengers,2016-12-23,2016-12-26,31400000,8,1,1425,Box Office Predictions: December 23-26,https://toddmthatcher.com/2016/12/19/box-office-predictions-december-23-26/,2016-12-19,"3. Passengers
Predicted Gross: $31.4 million (Friday to Monday), $42 million (Wednesday to Monday)",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1635,weekly_ranked_predictions,ambiguous,Rogue One: A Star Wars Story,2016-12-23,2016-12-26,92800000,16,1,1425,Box Office Predictions: December 23-26,https://toddmthatcher.com/2016/12/19/box-office-predictions-december-23-26/,2016-12-19,"1. Rogue One: A Star Wars Story
Predicted Gross: $92.8 million (representing a 40% drop)",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1636,weekly_ranked_predictions,ambiguous,Sing,2016-12-23,2016-12-26,55300000,15,1,1425,Box Office Predictions: December 23-26,https://toddmthatcher.com/2016/12/19/box-office-predictions-december-23-26/,2016-12-19,"2. Sing
Predicted Gross: $55.3 million (Friday to Monday), $74.1 million (Wednesday to Monday)",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1625,weekly_ranked_predictions,ambiguous,Collateral Beauty,2016-12-16,2016-12-18,11400000,8,1,1413,Box Office Predictions: December 16-18,https://toddmthatcher.com/2016/12/12/box-office-predictions-december-16-18/,2016-12-12,"2. Collateral Beauty
Predicted Gross: $11.4 million",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1629,weekly_ranked_predictions,ambiguous,La La Land,2016-12-16,2016-12-18,4200000,24,1,1413,Box Office Predictions: December 16-18,https://toddmthatcher.com/2016/12/12/box-office-predictions-december-16-18/,2016-12-12,"7. La La Land
Predicted Gross: $4.2 million",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1628,weekly_ranked_predictions,ambiguous,Manchester by the Sea,2016-12-16,2016-12-18,4400000,9,1,1413,Box Office Predictions: December 16-18,https://toddmthatcher.com/2016/12/12/box-office-predictions-december-16-18/,2016-12-12,"6. Manchester by the Sea
Predicted Gross: $4.4 million",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1626,weekly_ranked_predictions,ambiguous,Moana,2016-12-16,2016-12-18,9000000,10,1,1413,Box Office Predictions: December 16-18,https://toddmthatcher.com/2016/12/12/box-office-predictions-december-16-18/,2016-12-12,"3. Moana
Predicted Gross: $9 million (representing a drop of 52%)",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1627,weekly_ranked_predictions,ambiguous,Office Christmas Party,2016-12-16,2016-12-18,7100000,9,1,1413,Box Office Predictions: December 16-18,https://toddmthatcher.com/2016/12/12/box-office-predictions-december-16-18/,2016-12-12,"4. Office Christmas Party
Predicted Gross: $7.1 million (representing a drop of 55%)",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1624,weekly_ranked_predictions,ambiguous,Rogue One: A Star Wars Story,2016-12-16,2016-12-18,168300000,16,1,1413,Box Office Predictions: December 16-18,https://toddmthatcher.com/2016/12/12/box-office-predictions-december-16-18/,2016-12-12,"1. Rogue One: A Star Wars Story
Predicted Gross: $168.3 million",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1621,weekly_ranked_predictions,ambiguous,Allied,2016-12-09,2016-12-11,4700000,7,1,1409,Box Office Predictions: December 9-11,https://toddmthatcher.com/2016/12/05/box-office-predictions-december-9-11/,2016-12-05,"5. Allied
Predicted Gross: $4.7 million (representing a drop of 34%)",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1620,weekly_ranked_predictions,ambiguous,Arrival,2016-12-09,2016-12-11,5000000,10,1,1409,Box Office Predictions: December 9-11,https://toddmthatcher.com/2016/12/05/box-office-predictions-december-9-11/,2016-12-05,"4. Arrival
Predicted Gross: $5 million (representing a drop of 31%)",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1619,weekly_ranked_predictions,ambiguous,Fantastic Beasts and Where to Find Them,2016-12-09,2016-12-11,10000000,12,1,1409,Box Office Predictions: December 9-11,https://toddmthatcher.com/2016/12/05/box-office-predictions-december-9-11/,2016-12-05,"3. Fantastic Beasts and Where to Find Them
Predicted Gross: $10 million (representing a drop of 45%)",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1622,weekly_ranked_predictions,ambiguous,Miss Sloane,2016-12-09,2016-12-11,4600000,3,1,1409,Box Office Predictions: December 9-11,https://toddmthatcher.com/2016/12/05/box-office-predictions-december-9-11/,2016-12-05,"6. Miss Sloane
Predicted Gross: $4.6 million",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1617,weekly_ranked_predictions,ambiguous,Moana,2016-12-09,2016-12-11,19600000,10,1,1409,Box Office Predictions: December 9-11,https://toddmthatcher.com/2016/12/05/box-office-predictions-december-9-11/,2016-12-05,"1. Moana
Predicted Gross: $19.6 million (representing a drop of 32%)",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1618,weekly_ranked_predictions,ambiguous,Office Christmas Party,2016-12-09,2016-12-11,18400000,9,1,1409,Box Office Predictions: December 9-11,https://toddmthatcher.com/2016/12/05/box-office-predictions-december-9-11/,2016-12-05,"2. Office Christmas Party
Predicted Gross: $18.4 million",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1613,weekly_ranked_predictions,ambiguous,Allied,2016-12-02,2016-12-04,5900000,7,1,1401,Box Office Predictions: December 2-4,https://toddmthatcher.com/2016/11/28/box-office-predictions-december-2-4/,2016-11-28,"5. Allied
Predicted Gross: $5.9 million (representing a drop of 54%)",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1612,weekly_ranked_predictions,ambiguous,Arrival,2016-12-02,2016-12-04,5900000,10,1,1401,Box Office Predictions: December 2-4,https://toddmthatcher.com/2016/11/28/box-office-predictions-december-2-4/,2016-11-28,"4. Arrival
Predicted Gross: $5.9 million (representing a drop of 49%)",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1611,weekly_ranked_predictions,ambiguous,Doctor Strange,2016-12-02,2016-12-04,6100000,11,1,1401,Box Office Predictions: December 2-4,https://toddmthatcher.com/2016/11/28/box-office-predictions-december-2-4/,2016-11-28,"3. Doctor Strange
Predicted Gross: $6.1 million (representing a drop of 55%)",normalized_exact,Multiple movies share the title
weekly_forecast_matched_as_release_date_not_activity_window,1610,weekly_ranked_predictions,ambiguous,Fantastic Beasts and Where to Find Them,2016-12-02,2016-12-04,20900000,12,1,1401,Box Office Predictions: December 2-4,https://toddmthatcher.com/2016/11/28/box-office-predictions-december-2-4/,2016-11-28,"2. Fantastic Beasts and Where to Find Them
Predicted Gross: $20.9 million (representing a drop of 53%)",normalized_exact,Multiple movies share the title
